hbzId	zdbId
HT012449702	1112859-8
HT015211938	2374914-3
HT012449715	1112877-X
HT012322598	870271-8
HT015354593	2397053-4
HT015212308	2375407-2
HT015212310	2375409-6
HT012450094	1113380-6
HT015354598	2396515-0
HT015212463	2375584-2
HT015354613	2396807-2
HT012323428	871307-8
HT012323434	871313-3
HT012450107	1113393-4
HT015354639	2396390-6
HT015354958	2396501-0
HT015354959	2396502-2
HT012323459	871349-2
HT012323468	871359-5
HT012450387	1113726-5
HT015354966	2396509-5
HT012450396	1113737-X
HT012323469	871361-3
HT012324282	872348-5
HT018808907	2840219-4
HT012171168	416008-3
HT018808914	2840221-2
HT012419247	1068753-1
HT018808922	2840210-8
HT012324291	872358-8
HT012218047	555118-3
HT012171174	416017-4
HT012447723	1110259-7
HT012324299	872366-7
HT012447733	1110275-5
HT012447746	1110292-5
HT012218053	555127-4
HT012324311	872378-3
HT013697763	2111008-6
HT012171180	416024-1
HT013698004	2111255-1
HT015197143	2367332-1
HT012171230	416118-X
HT012447948	1110573-2
HT012171249	416153-1
HT012324326	872396-5
HT015197169	2367358-8
HT012169630	413604-4
HT012169643	413618-4
HT012169644	413619-6
HT012169648	413625-1
HT012169654	413634-2
HT012325135	873404-5
HT012448274	1110975-0
HT015198222	2368404-5
HT015198226	2368408-2
HT012325151	873428-8
HT012448549	1111321-2
HT013557178	2095980-1
HT015198228	2368410-0
HT015198236	2368418-5
HT015198243	2368425-2
HT015198249	2368431-8
HT015198253	2368435-5
HT012449254	1112232-8
HT012449260	1112239-0
HT012449269	1112252-3
HT012325173	873452-5
HT015199305	2369485-3
HT015199312	2369492-0
HT013557192	2095995-3
HT014811876	2245239-4
HT013557195	2095998-9
HT015199322	2369502-X
HT015199323	2369503-1
HT012449699	1112855-0
HT012325951	874346-0
HT012449705	1112863-X
HT015199339	2369519-5
HT015199344	2369524-9
HT013557747	2096560-6
HT015200297	2370474-3
HT012450096	1113382-X
HT015354610	2396804-7
HT013557754	2096567-9
HT012169771	413816-8
HT015200309	2370486-X
HT013558012	2096842-5
HT012169785	413832-6
HT013558013	2096843-7
HT015200334	2370511-5
HT012169878	413974-4
HT015200347	2370524-3
HT012450123	1113409-4
HT015200353	2370530-9
HT015200356	2370533-4
HT015354957	2396500-9
HT015354961	2396504-6
HT012450368	1113705-8
HT012169890	413993-8
HT015201311	2371477-3
HT015354964	2396507-1
HT015355172	2396743-2
HT012326837	875422-6
HT012326839	875424-X
HT015201331	2371497-9
HT012326844	875429-9
HT012450400	1113742-3
HT015201337	2371503-0
HT015202264	2372419-5
HT015202313	2372466-3
HT015202318	2365733-9
HT015202321	2372473-0
HT015202323	2372475-4
HT015202324	2372476-6
HT012450920	1114372-1
HT012327625	876326-4
HT012327629	876330-6
HT012327632	876333-1
HT015111399	2310532-X
HT012328459	877270-8
HT012328460	877276-9
HT012328462	877278-2
HT012217301	553826-9
HT012218099	555188-2
HT015203268	2373406-1
HT012451448	1115002-6
HT014947298	2263240-2
HT012217363	553934-1
HT012169598	413548-9
HT012217366	553940-7
HT012169603	413556-8
HT012170346	414706-6
HT012170434	414840-X
HT012170435	414841-1
HT012451481	1115047-6
HT012451825	1115494-9
HT012451837	1115506-1
HT012329299	878290-8
HT015204211	2365639-6
HT012169665	413656-1
HT012452654	1116517-0
HT017835577	2739723-3
HT012329309	878303-2
HT015203237	2373375-5
HT015204177	2365604-9
HT012329330	878341-X
HT015204388	2374118-1
HT015204389	2374119-3
HT012168963	412087-5
HT012453347	1117430-4
HT017836937	2739833-X
HT012169051	412238-0
HT012330371	879694-4
HT012454160	1118479-6
HT017837143	2740020-7
HT012169165	412427-3
HT012330395	879720-1
HT017837158	2740032-3
HT012330405	879730-4
HT012419792	1069524-2
HT012419840	1069585-0
HT012169231	412576-9
HT012168310	411100-X
HT012419928	1069723-8
HT012330978	880548-9
HT012549031	1243184-9
HT012170059	414272-X
HT012549043	1243248-9
HT018591947	2816102-6
HT012092413	185650-9
HT012240503	594625-6
HT012240884	595205-0
HT012240891	595212-8
HT012241654	596328-X
HT012241683	596361-8
HT018592009	2816159-2
HT012549065	1243334-2
HT012549075	1243371-8
HT012549076	1243373-1
HT012089412	161215-3
HT012549079	1243390-1
HT012089415	161220-7
HT012242057	596950-5
HT012420068	1069974-0
HT012549113	1243503-X
HT012549116	1243508-9
HT012420124	1070051-1
HT012217015	553404-5
HT012089964	162640-1
HT012245792	645856-7
HT012090238	163304-1
HT012242645	597702-2
HT012245885	646225-X
HT012245941	646379-4
HT012243509	598722-2
HT012246083	700091-1
HT012246284	700407-2
HT012243533	598747-7
HT012246288	700413-8
HT012246435	700636-6
HT012417121	1065713-7
HT018596349	2816624-3
HT012243972	599268-0
HT018596360	2816634-6
HT012244651	603704-5
HT012417138	1065733-2
HT012417142	1065737-X
HT012417144	1065739-3
HT012331398	881209-3
HT012331400	881215-9
HT012331403	881222-6
HT012331476	881305-X
HT018681931	2826256-6
HT012168183	410920-X
HT013557554	2096366-X
HT012247226	701841-1
HT012247243	701866-6
HT018805113	2839833-6
HT013557738	2096551-5
HT013557743	2096556-4
HT013558227	2097071-7
HT017660985	2718613-1
HT012412934	1059854-6
HT012413416	1060516-2
HT012091498	180304-9
HT012413439	1060549-6
HT012413467	1060587-3
HT012413860	1061183-6
HT012091824	183975-5
HT013558250	2097095-X
HT013558380	2097230-1
HT013698009	2111260-5
HT012092183	185044-1
HT012548737	1242460-2
HT012548741	1242464-X
HT012414283	1061748-6
HT012092188	185056-8
HT012414286	1061754-1
HT012420447	1070521-1
HT012093855	188828-6
HT012094087	189345-2
HT012094093	189358-0
HT012549457	1244417-0
HT012094099	189380-4
HT012548795	1242627-1
HT012414312	1061784-X
HT012414314	1061786-3
HT012419266	1068780-4
HT012419268	1068783-X
HT012419270	1068785-3
HT012415059	1062778-9
HT012419286	1068804-3
HT015154399	2353239-7
HT012419297	1068816-X
HT012419304	1068823-7
HT012090980	165442-1
HT012419326	1068851-1
HT012415809	1063784-9
HT012415816	1063808-8
HT012415819	1063817-9
HT015154417	2353221-X
HT012419334	1068859-6
HT012090988	165484-6
HT012097427	195478-7
HT012091472	180276-8
HT012415846	1063877-5
HT012415849	1063882-9
HT012213195	547263-5
HT015154942	2352696-8
HT013557397	2096208-3
HT012213716	548121-1
HT018799307	2839258-9
HT015151698	2355943-3
HT012213721	548133-8
HT015151707	2355934-2
HT015151951	2355688-2
HT012419361	1068900-X
HT012214360	549136-8
HT012245248	627591-6
HT012245257	627942-9
HT015155348	2352290-2
HT012245267	628159-X
HT012245318	629719-5
HT012447966	1110598-7
HT012170237	414534-3
HT012216818	553086-6
HT012447985	1110626-8
HT015173601	2334019-8
HT015173611	2334009-5
HT012216836	553117-2
HT015174282	2333337-6
HT015174309	2333310-8
HT015174313	2333306-6
HT012448310	1111015-6
HT015155931	2351707-4
HT012094084	189339-7
HT012094421	190077-8
HT012094425	190083-3
HT015175107	2332511-2
HT012449284	1112279-1
HT012170272	414580-X
HT015108795	2313135-4
HT012449297	1112294-8
HT015175848	2331770-X
HT018683341	2826345-5
HT012324169	872214-6
HT012217317	553850-6
HT012324173	872223-7
HT012449308	1112307-2
HT012324178	872228-6
HT012324196	872249-3
HT012449740	1112913-X
HT012324198	872251-1
HT015156618	2351019-5
HT015156619	2351018-3
HT012449755	1112935-9
HT015108955	2312975-X
HT012325024	873275-9
HT015108959	2312971-2
HT015156635	2351002-X
HT012325038	873289-9
HT015108962	2312968-2
HT012325046	873297-8
HT012325060	873318-1
HT012213171	547225-8
HT012170416	414813-7
HT012325843	874230-3
HT012213181	547242-8
HT012213182	547243-X
HT012450144	1113437-9
HT012325881	874271-6
HT012170465	414881-2
HT012214316	549068-6
HT012214327	549080-7
HT012217475	554147-5
HT012170525	414961-0
HT012170566	415013-2
HT012326699	875235-7
HT012326710	875248-5
HT012326721	875260-6
HT012326725	875264-3
HT012326738	875279-5
HT012326748	875294-1
HT012170476	414898-8
HT012169185	412471-6
HT012170480	414902-6
HT012217509	554207-8
HT012447860	1110450-8
HT012447865	1110455-7
HT012327506	876191-7
HT012448523	1111279-7
HT012169238	412588-5
HT012327527	876216-8
HT015212323	2375423-0
HT012169556	413469-2
HT012328354	877149-2
HT012328385	877183-2
HT012217729	554596-1
HT012329198	878152-7
HT012169207	412506-X
HT012217732	554599-7
HT012450342	1113674-1
HT012329227	878199-0
HT015212325	2375425-4
HT012330260	879569-1
HT014811915	2245281-3
HT015212486	2375608-1
HT012330286	879597-6
HT012170787	415345-5
HT012330295	879608-7
HT015212494	2375617-2
HT012330930	880477-1
HT012330936	880486-2
HT012168148	410867-X
HT012240452	594564-1
HT012240837	595148-3
HT012240846	595157-4
HT012168277	411061-4
HT012168544	411485-1
HT012168653	411632-X
HT012168655	411636-7
HT012092434	185704-6
HT015197193	2367382-5
HT012092512	185876-2
HT015197200	2367389-8
HT015197203	2367392-8
HT012453733	1117934-X
HT012092549	185957-2
HT015197208	2367397-7
HT012242565	597598-0
HT012242573	597607-8
HT012242577	597611-X
HT015197223	2367412-X
HT012089699	161984-6
HT012089702	161990-1
HT012243086	598228-5
HT012089710	162008-3
HT012243089	598231-5
HT015198273	2368455-0
HT012243467	598670-9
HT012089722	162037-X
HT012089729	162045-9
HT015198301	2368483-5
HT012243903	599188-2
HT015198314	2368496-3
HT012243908	599193-6
HT015198317	2368499-9
HT012243926	599212-6
HT012243931	599218-7
HT015199369	2369549-3
HT012456652	1121623-2
HT013698026	2111277-0
HT012243941	599231-X
HT012244328	599682-X
HT012420484	1070569-7
HT012331406	881226-3
HT013698028	2111279-4
HT012090821	164943-7
HT012412503	1059228-3
HT012420516	1070619-7
HT015199397	2369577-8
HT012412509	1059236-2
HT012090826	164965-6
HT012412528	1059255-6
HT012412531	1059260-X
HT012091528	180367-0
HT012412540	1059272-6
HT015200377	2370554-1
HT012245788	645849-X
HT012245902	646319-8
HT012246068	700071-6
HT012246233	700335-3
HT012091853	184069-1
HT012091854	184070-8
HT012246410	700601-9
HT015200407	2370584-X
HT012092194	185075-1
HT015200411	2370588-7
HT012246687	701021-7
HT015201355	2371521-2
HT012246706	701048-5
HT012246714	701066-7
HT012412857	1059721-9
HT012246724	701085-0
HT012092206	185094-5
HT012092210	185118-4
HT015201370	2371535-2
HT012247045	701565-3
HT012094129	189446-8
HT012413345	1060443-1
HT012548425	1241985-0
HT012548529	1242103-0
HT015202346	2372498-5
HT012420143	1070072-9
HT012094462	190162-X
HT012420150	1070087-0
HT015202352	2372504-7
HT012413359	1060458-3
HT015202371	2372523-0
HT012095894	192714-0
HT012413364	1060463-7
HT012413837	1061152-6
HT012420164	1070103-5
HT015203307	2373443-7
HT015354573	2396406-6
HT012213234	547322-6
HT015354578	2396396-7
HT015354584	2396370-0
HT012420186	1070128-X
HT012420209	1070154-0
HT012549236	1243819-4
HT013557218	2096021-9
HT013557225	2096030-X
HT012414246	1061691-3
HT015203332	2373468-1
HT012213746	548170-3
HT013557413	2096224-1
HT012414998	1062702-9
HT013557763	2096577-1
HT013557764	2096578-3
HT015204212	2365640-2
HT012214381	549171-X
HT012420260	1070237-4
HT013558261	2097106-0
HT015355181	2396754-7
HT021688279	3143876-3
HT021688280	3143880-5
HT015355372	2396986-6
HT015204667	2374438-8
HT012415786	1063728-X
HT012415790	1063738-2
HT012416212	1064399-0
HT018805093	2839812-9
HT012217643	554453-1
HT012217644	554454-3
HT012420335	1070359-7
HT012170711	415234-7
HT015204872	2374655-5
HT012416226	1064422-2
HT012245013	616324-5
HT012217681	554511-0
HT012245052	616497-3
HT012420348	1070377-9
HT012245068	616573-4
HT015153092	2354547-1
HT015153096	2354543-4
HT015355563	2397191-5
HT015355567	2397195-2
HT015355568	2397196-4
HT012168975	412104-1
HT015355571	2397201-4
HT012309154	852597-3
HT012168986	412122-3
HT012168989	412126-0
HT012169008	412153-3
HT017837091	2739995-3
HT012169081	412286-0
HT017837112	2740008-6
HT015153169	2354470-3
HT015173505	2334115-4
HT012309188	852637-0
HT015173510	2334110-5
HT012309195	852644-8
HT012309197	852646-1
HT015173528	2334092-7
HT015153175	2354464-8
HT015173540	2334080-0
HT012169101	412323-2
HT012309994	853528-0
HT012169106	412330-X
HT012169107	412331-1
HT015174176	2333444-7
HT015174179	2333441-1
HT015174182	2333438-1
HT015174198	2333422-8
HT015174212	2333408-3
HT012169249	412629-4
HT012169255	412637-3
HT018805549	2839845-2
HT012310820	854432-3
HT015175008	2332610-4
HT012169264	412657-9
HT012419134	1068575-3
HT012447679	1110199-4
HT012447682	1110202-0
HT015175028	2332590-2
HT015175739	2331879-X
HT018805604	2839900-6
HT012169402	413171-X
HT015175751	2331867-3
HT012311653	855370-1
HT015176562	2331056-X
HT015176568	2331050-9
HT015176571	2331047-9
HT015176582	2331035-2
HT018799274	2839223-1
HT015176589	2331028-5
HT018799281	2839230-9
HT012311681	855402-X
HT018799287	2839229-2
HT012311698	855419-5
HT014778836	2240674-8
HT012312494	856373-1
HT012448533	1111296-7
HT015178215	2329402-4
HT014778853	2240692-X
HT014778854	2240693-1
HT012312509	856393-7
HT015178231	2329386-X
HT012448885	1111754-0
HT012448888	1111760-6
HT015178244	2329373-1
HT012312520	856406-1
HT012312524	856411-5
HT012170912	415549-X
HT012170917	415557-9
HT012449673	1112824-0
HT012449676	1112829-X
HT012449682	1112836-7
HT012313348	857410-8
HT012216185	552113-0
HT012313386	857452-2
HT012450079	1113364-8
HT017661047	2718684-2
HT012313393	857461-3
HT017661051	2718686-6
HT012314185	858470-9
HT012450884	1114334-4
HT012314200	858487-4
HT012216208	552150-6
HT012216212	552159-2
HT012314215	858509-X
HT014771395	2239877-6
HT012314226	858524-6
HT012448844	1111704-7
HT012448848	1111709-6
HT012449139	1112078-2
HT012315049	859498-3
HT012315057	859511-2
HT012216391	552439-8
HT012314181	858466-7
HT012449156	1112103-8
HT017661053	2718685-4
HT012216535	552658-9
HT012216536	552659-0
HT017661064	2718697-0
HT012216544	552670-X
HT014772038	2240552-5
HT012217972	554999-1
HT012450044	1113324-7
HT015212145	2375219-1
HT012315046	859493-4
HT015212753	2375889-2
HT012218000	555040-3
HT012315075	859532-X
HT012450811	1114246-7
HT012315853	860693-6
HT012171183	416027-7
HT012451283	1114793-3
HT012451289	1114801-9
HT015153400	2354239-1
HT015151981	2355658-4
HT015151995	2355644-4
HT012171257	416172-5
HT012315891	860758-8
HT012315898	860769-2
HT015152003	2355636-5
HT012316689	862141-X
HT018679161	2825865-4
HT012316705	862163-9
HT012316713	862171-8
HT012451783	1115439-1
HT012316720	862181-0
HT015152029	2355610-9
HT013558390	2097241-6
HT012451960	1115642-9
HT012451967	1115654-5
HT013558400	2097251-9
HT012216819	553087-8
HT012216825	553099-4
HT012317566	863653-9
HT012452204	1115951-0
HT012317584	863688-6
HT012317593	863697-7
HT012217064	553464-1
HT012452224	1115974-1
HT012318412	864921-2
HT012217307	553837-3
HT012318416	864925-X
HT012319237	865997-7
HT012319244	866009-8
HT012319250	866015-3
HT012320031	867038-9
HT012320041	867049-3
HT012320057	867067-5
HT012320070	867082-1
HT012453650	1117837-1
HT012170412	414809-5
HT012217416	554037-9
HT012170461	414874-5
HT012170466	414882-4
HT012454069	1118365-2
HT012320884	868131-4
HT018589166	2815766-7
HT012454077	1118373-1
HT012454091	1118390-1
HT012320913	868179-X
HT012321665	869158-7
HT012321673	869168-X
HT012419811	1069545-X
HT012455596	1120183-6
HT012321696	869195-2
HT012455598	1120185-X
HT012455626	1120218-X
HT012455640	1120235-X
HT012322533	870198-2
HT012322539	870204-4
HT012169187	412474-1
HT012419948	1069756-1
HT012419955	1069765-2
HT012169192	412482-0
HT012419970	1069794-9
HT012322548	870214-7
HT012419973	1069800-0
HT012419977	1069823-1
HT012420061	1069965-X
HT012322559	870226-3
HT012420064	1069968-5
HT012169205	412500-9
HT012420115	1070039-0
HT012169209	412508-3
HT012169288	412718-3
HT012246227	700325-0
HT012246392	700575-1
HT012247002	701509-4
HT012323399	871274-8
HT015212328	2375428-X
HT012170786	415344-3
HT012323404	871280-3
HT015212616	2375742-5
HT015212750	2375886-7
HT012324223	872280-8
HT012324230	872288-2
HT012324231	872289-4
HT012417078	1065657-1
HT012417087	1065666-2
HT012417095	1065675-3
HT012417097	1065677-7
HT012324254	872317-5
HT012324259	872323-0
HT012324268	872333-3
HT012324270	872335-7
HT012247352	702028-4
HT012548172	1241696-4
HT012325110	873374-0
HT012325117	873383-1
HT012168146	410865-6
HT012548372	1241928-X
HT012168161	410891-7
HT012548381	1241937-0
HT012168171	410902-8
HT012548526	1242100-5
HT012168179	410913-2
HT012168209	410959-4
HT012168213	410965-X
HT012168239	411010-9
HT012548763	1242532-1
HT012168256	411031-6
HT012168258	411034-1
HT012168322	411117-5
HT012325937	874332-0
HT012326751	875297-7
HT012168333	411134-5
HT012326758	875307-6
HT012168443	411340-8
HT012168453	411353-6
HT012168525	411452-8
HT012418440	1067553-X
HT012326786	875343-X
HT012326802	875374-X
HT012168663	411654-9
HT018591938	2816095-2
HT018591941	2816092-7
HT012327539	876229-6
HT012418459	1067578-4
HT012327553	876243-0
HT012092433	185696-0
HT012092435	185705-8
HT012092510	185874-9
HT015197210	2367399-0
HT012089696	161979-2
HT012089700	161985-8
HT012089703	161991-3
HT012089707	161997-4
HT012418964	1068342-2
HT018808911	2840216-9
HT012328390	877188-1
HT012089718	162029-0
HT015198289	2368471-9
HT012419064	1068479-7
HT012090518	163942-0
HT015198311	2368493-8
HT012419091	1068517-0
HT012090528	163980-8
HT013697793	2111041-4
HT015199370	2369550-X
HT013698021	2111272-1
HT012328408	877208-3
HT012090545	164024-0
HT013698036	2111287-3
HT015199395	2369575-4
HT012447651	1110167-2
HT015199405	2369585-7
HT012449176	1112131-2
HT012449178	1112133-6
HT012449190	1112147-6
HT012329276	878258-1
HT012449200	1112161-0
HT015199422	2369602-3
HT015200365	2370542-5
HT015200369	2370546-2
HT012329296	878287-8
HT012449596	1112709-0
HT012449608	1112722-3
HT012330325	879642-7
HT012330348	879668-3
HT015201371	2371536-4
HT015201383	2371548-0
HT015201399	2371564-9
HT015201410	2371575-3
HT015202326	2372478-X
HT012450833	1114279-0
HT015202330	2372482-1
HT015202336	2372488-2
HT012240199	594211-1
HT012451330	1114857-3
HT015202370	2372522-9
HT012095886	192701-2
HT012095891	192711-5
HT012451345	1114875-5
HT018810711	2840393-9
HT012451352	1114883-4
HT012213214	547289-1
HT015202390	2372541-2
HT013557203	2096006-2
HT012213232	547317-2
HT015203313	2373449-8
HT012240475	594588-4
HT012456616	1121571-9
HT013557228	2096035-9
HT012240860	595172-0
HT013557231	2096038-4
HT013557232	2096039-6
HT015203328	2373464-4
HT012456633	1121596-3
HT012456641	1121607-4
HT012240863	595176-8
HT012240866	595179-3
HT015203340	2373476-0
HT012213751	548179-X
HT012213752	548180-6
HT015203364	2373499-1
HT012420487	1070578-8
HT012420493	1070591-0
HT012420498	1070597-1
HT012241623	596289-4
HT012241629	596298-5
HT012241643	596317-5
HT015204411	2374143-0
HT012242042	596928-1
HT012242580	597614-5
HT012214404	549212-9
HT012170690	415208-6
HT012242593	597628-5
HT012452574	1116402-5
HT015204871	2374654-3
HT012453019	1116996-5
HT012242629	597677-7
HT012242631	597684-4
HT012243104	598252-2
HT012170725	415256-6
HT012243114	598263-7
HT012245975	646423-3
HT012170730	415263-3
HT012217683	554516-X
HT012170741	415275-X
HT012453300	1117372-5
HT012170745	415281-5
HT012170747	415283-9
HT012453330	1117406-7
HT012246702	701041-2
HT012243954	599245-X
HT012246852	701284-6
HT012246856	701291-3
HT012247044	701564-1
HT012168987	412123-5
HT012168990	412128-4
HT012169009	412154-5
HT012169073	412276-8
HT015153161	2354478-8
HT015153164	2354475-2
HT012450902	1114352-6
HT015153177	2354462-4
HT012169093	412309-8
HT015153182	2354457-0
HT015153187	2354452-1
HT012450907	1114357-5
HT015153203	2354436-3
HT015153209	2354430-2
HT012450918	1114370-8
HT012331448	881273-1
HT015175142	2332476-4
HT015153215	2354424-7
HT015153308	2354331-0
HT015153309	2354330-9
HT015153310	2354329-2
HT012451451	1115007-5
HT012245979	646427-0
HT012169266	412660-9
HT015176647	2330970-2
HT012246274	700393-6
HT012310115	853661-2
HT012246427	700621-4
HT012451473	1115036-1
HT015176658	2330959-3
HT012169311	412781-X
HT015176681	2330936-2
HT015176682	2330935-0
HT012246864	701308-5
HT012310936	854556-X
HT012310938	854558-3
HT015176693	2330924-6
HT015176697	2330920-9
HT012310943	854564-9
HT015177488	2330129-6
HT015177489	2330128-4
HT015177494	2330123-5
HT015177496	2330121-1
HT015178310	2329307-X
HT015178337	2329280-5
HT012311793	855529-1
HT015178356	2329261-1
HT012311811	855549-7
HT012312594	856485-1
HT012312602	856494-2
HT012312618	856511-9
HT012312631	856525-9
HT012312641	856536-3
HT012454169	1118490-5
HT012313453	857538-1
HT012548546	1242126-1
HT012419782	1069512-6
HT012313482	857570-8
HT012313484	857573-3
HT012419795	1069527-8
HT012313495	857585-X
HT012170913	415550-6
HT012456118	1120844-2
HT012314294	858603-2
HT012419921	1069713-5
HT012314298	858607-X
HT012314303	858616-0
HT012456332	1121130-1
HT012314321	858639-1
HT012217859	554810-X
HT012315141	859611-6
HT012216186	552114-2
HT012419988	1069853-X
HT018804368	2839779-4
HT012420004	1069886-3
HT012216202	552140-3
HT012315159	859637-2
HT012168674	411672-0
HT018592011	2816161-0
HT018592014	2816164-6
HT012549072	1243358-5
HT012420015	1069902-8
HT012315181	859666-9
HT012315185	859670-0
HT012420023	1069911-9
HT012549103	1243489-9
HT012420067	1069973-9
HT012549112	1243502-8
HT015156290	2351348-2
HT012245677	645632-7
HT012315970	860920-2
HT012245690	645667-4
HT012245695	645672-8
HT012245854	646076-8
HT012095564	192139-3
HT012315986	860958-5
HT012246569	700849-1
HT012089433	161261-X
HT012315993	860973-1
HT015197270	2367459-3
HT012417123	1065716-2
HT012096191	193341-3
HT012097225	195118-X
HT015109347	2312583-4
HT012417134	1065729-0
HT012213135	547175-8
HT012417147	1065744-7
HT012213151	547195-3
HT012316818	862311-9
HT012213158	547208-8
HT012316826	862321-1
HT015199459	2369639-4
HT012247244	701867-8
HT012316832	862329-6
HT012091867	184099-X
HT013557257	2096065-7
HT012548260	1241793-2
HT012213685	548034-6
HT012214309	549060-1
HT012318515	865043-3
HT012318517	865045-7
HT012318528	865057-3
HT015200448	2370625-9
HT013557416	2096227-7
HT012214332	549086-8
HT015212307	2375406-0
HT012318543	865074-3
HT015200456	2370633-8
HT012171046	415775-8
HT012548568	1242150-9
HT012319329	866114-5
HT012319341	866139-X
HT012548724	1242445-6
HT012319369	866171-6
HT013557446	2096259-9
HT015152615	2355024-7
HT015152644	2354995-6
HT012320157	867195-3
HT012320169	867212-X
HT018594109	2816316-3
HT012320179	867226-X
HT015201467	2371631-9
HT012320967	868242-2
HT018808920	2840223-6
HT012548809	1242663-5
HT012320989	868272-0
HT015152913	2354726-1
HT015202450	2372601-5
HT012321773	869282-8
HT012548828	1242697-0
HT015149979	2357663-7
HT012321789	869300-6
HT015149990	2357652-2
HT015149994	2357648-0
HT012171243	416140-3
HT015150156	2357486-0
HT012419278	1068796-8
HT012321800	869311-0
HT015150170	2357472-0
HT015150365	2357277-2
HT012321808	869321-3
HT015150632	2357010-6
HT015150641	2357001-5
HT012419328	1068853-5
HT018683356	2826364-9
HT015150883	2356758-2
HT012322633	870313-9
HT012322639	870319-X
HT015198212	2368394-6
HT015198216	2368398-3
HT012322656	870338-3
HT012419340	1068866-3
HT015198242	2368424-0
HT014811872	2245235-7
HT015199301	2369481-6
HT013557187	2095990-4
HT012322665	870347-4
HT012419350	1068881-X
HT012419353	1068885-7
HT015199325	2369505-5
HT018799311	2839259-0
HT013557200	2096003-7
HT014811888	2245252-7
HT012447737	1110279-2
HT013557204	2096007-4
HT014811896	2245261-8
HT012322674	870362-0
HT012323476	871370-4
HT012323477	871371-6
HT018799323	2839273-5
HT012323481	871375-3
HT018799326	2839280-2
HT012169773	413818-1
HT012323497	871391-1
HT012323501	871395-9
HT012323503	871397-2
HT015200335	2370512-7
HT012324353	872433-7
HT012448299	1111003-X
HT021688307	3143921-4
HT012324374	872458-1
HT012325188	873469-0
HT012170071	414288-3
HT012325220	873505-0
HT012449299	1112296-1
HT018809762	2840308-3
HT017660991	2718616-7
HT017660995	2718621-0
HT017660999	2718618-0
HT015203245	2373383-4
HT015203248	2373386-X
HT017661003	2718631-3
HT012449312	1112312-6
HT012449737	1112910-4
HT017661019	2718653-2
HT012217367	553945-6
HT015203287	2373424-3
HT012217438	554076-8
HT012326036	874440-3
HT012217453	554102-5
HT012450139	1113430-6
HT012326860	875446-9
HT012326866	875452-4
HT012217504	554197-9
HT012450154	1113448-3
HT012450157	1113451-3
HT012450421	1113767-8
HT012450940	1114393-9
HT012326885	875475-5
HT018810713	2840392-7
HT012331481	881311-5
HT012331486	881319-X
HT012412547	1059282-9
HT012412551	1059288-X
HT012327654	876358-6
HT012450984	1114443-9
HT012169167	412431-5
HT012169175	412454-6
HT014778894	2240734-0
HT012451977	1115667-3
HT014778902	2240743-1
HT012168127	410828-0
HT012451982	1115672-7
HT012451988	1115679-X
HT012452256	1116010-X
HT012412894	1059784-0
HT012168200	410950-8
HT012412908	1059810-8
HT012168237	411006-7
HT012453783	1117992-2
HT018811208	2840480-4
HT012413378	1060477-7
HT015153041	2354598-7
HT012413382	1060481-9
HT015153052	2354587-2
HT012168435	411327-5
HT012168438	411334-2
HT012413389	1060488-1
HT012328500	877318-X
HT018803981	2839716-2
HT012328506	877324-5
HT015150023	2357619-4
HT012328514	877332-4
HT012414597	1062171-4
HT012454200	1118525-9
HT012414616	1062201-9
HT015354656	2396392-X
HT015354659	2396418-2
HT015150038	2357604-2
HT012415021	1062731-5
HT012089393	161137-9
HT012089401	161182-3
HT012415398	1063211-6
HT012415405	1063219-0
HT012449242	1112214-6
HT012329389	878407-3
HT012089687	161959-7
HT015206220	2160736-9
HT012449684	1112838-0
HT014771401	2239887-9
HT012449687	1112842-2
HT012449696	1112851-3
HT014771863	2240371-1
HT012450077	1113362-4
HT012450080	1113365-X
HT015150659	2356983-9
HT012450090	1113376-4
HT012450335	1113666-2
HT018596361	2816637-1
HT012450348	1113683-2
HT012090254	163341-7
HT014772045	2240559-8
HT012450885	1114335-6
HT012090512	163920-1
HT012450886	1114336-8
HT015150897	2356744-2
HT012245168	616830-9
HT012451402	1114943-7
HT015174256	2333363-7
HT012091351	180117-X
HT012452622	1116479-7
HT012452625	1116482-7
HT015175047	2332571-9
HT015175050	2332568-9
HT015211948	2374925-8
HT015151211	2356430-1
HT015175070	2332548-3
HT015151441	2356200-6
HT015175078	2332540-9
HT012309222	852673-4
HT012453343	1117423-7
HT015211974	2375028-5
HT012453744	1117945-4
HT012092181	185042-8
HT012092185	185047-7
HT015175789	2331829-6
HT013698016	2111267-8
HT012309247	852699-0
HT015175793	2331825-9
HT012309254	852706-4
HT012310033	853568-1
HT012310042	853579-6
HT015151741	2355900-7
HT015151748	2355893-3
HT015151753	2355888-X
HT012092191	185068-4
HT012092201	185088-X
HT012453762	1117967-3
HT012310066	853604-1
HT012094090	189353-1
HT015176616	2331001-7
HT012094091	189356-7
HT015176625	2330992-1
HT012094111	189410-9
HT015176631	2330986-6
HT012548907	1242876-0
HT012245449	635248-0
HT012245456	635347-2
HT014811854	2245217-5
HT015149739	2357903-1
HT015177435	2330182-X
HT012245938	646376-9
HT012246067	700070-4
HT015177451	2330166-1
HT012246086	700098-4
HT012310889	854507-8
HT015177464	2330153-3
HT015149834	2357808-7
HT012310901	854521-2
HT012246248	700358-4
HT012246253	700365-1
HT014811952	2245318-0
HT012246255	700368-7
HT015149854	2357788-5
HT015149874	2357768-X
HT015149883	2357759-9
