hbzId	zdbId
HT015170023	2337600-4
HT015170467	2337155-9
HT015170624	2336998-X
HT015170802	2336820-2
HT015171141	2336481-6
HT015171145	2336477-4
HT015171148	2336474-9
HT015171611	2336011-2
HT015171614	2336008-2
HT015171898	2335724-1
HT015171906	2335716-2
HT015171995	2335626-1
HT017753119	2731189-2
HT015172070	2335551-7
HT015848169	2480865-9
HT019169362	2876152-2
HT019169372	2876136-4
HT015172076	2335545-1
HT019169380	2876159-5
HT019169386	2876165-0
HT015111910	2310021-7
HT015111935	2309996-3
HT017754603	2731513-7
HT015112768	2309163-0
HT015112769	2309162-9
HT015112771	2309160-5
HT015112773	2309158-7
HT015112774	2309157-5
HT015112784	2309147-2
HT016965309	2626951-X
HT019204053	2879601-9
HT017724670	2727324-6
HT019204071	2879632-9
HT017651842	2717353-7
HT015113643	2308289-6
HT017724697	2727348-9
HT017724731	2727388-X
HT015051868	2277997-8
HT015113661	2308271-9
HT019204091	2879648-2
HT015114496	2307440-1
HT015114501	2307435-8
HT015114533	2307403-6
HT015052331	2278501-2
HT015115381	2306557-6
HT015052575	2278766-5
HT015052598	2278791-4
HT015115407	2306532-1
HT015115424	2306515-1
HT015116238	2305707-5
HT015164066	2343565-3
HT015116244	2305702-6
HT015164077	2343554-9
HT015164079	2343552-5
HT015006029	2272098-4
HT015848383	2481089-7
HT015164359	2343272-X
HT015196809	2367000-9
HT016196830	2531912-7
HT016196833	2531916-4
HT017583885	2708400-0
HT016197189	2532291-6
HT016197197	2532300-3
HT015165831	2341798-5
HT016197201	2532304-0
HT015165836	2341793-6
HT015117702	2304077-4
HT015117712	2304088-9
HT015160837	2346796-4
HT015160839	2346794-0
HT015160847	2346786-1
HT015160858	2346775-7
HT015041251	2276468-9
HT015166297	2341332-3
HT017583991	2708517-X
HT015041650	2276914-6
HT015961606	2497887-5
HT015961721	2498010-9
HT014466126	2198624-1
HT015961725	2498014-6
HT015041826	2277111-6
HT019161988	2875425-6
HT015961956	2498294-5
HT015961994	2498334-2
HT015962000	2498340-8
HT015962094	2498443-7
HT019162002	2875437-2
HT015167014	2340612-4
HT016814327	2606684-1
HT019169434	2876223-X
HT019149461	2874056-7
HT016814333	2606690-7
HT015167609	2340016-X
HT019149499	2874108-0
HT016719138	2594588-9
HT019188317	2877980-0
HT019188334	2877993-9
HT017797206	2737026-4
HT015494477	2279717-8
HT016814712	2607129-0
HT019204114	2879673-1
HT016814793	2607211-7
HT016814800	2607218-X
HT016814807	2607225-7
HT015044874	2278377-5
HT016719468	2594998-6
HT019204126	2879687-1
HT015161501	2346131-7
HT015161505	2346127-5
HT016815421	2607869-7
HT015161884	2345748-X
HT016815435	2606877-1
HT017788015	2735795-8
HT015169107	2338517-0
HT015169420	2338204-1
HT015169988	2337635-1
HT017790435	2736041-6
HT015169990	2337633-8
HT015169995	2337628-4
HT015246176	2381021-X
HT015170004	2337619-3
HT015170006	2337617-X
HT016860403	2612935-8
HT015459074	2412465-5
HT016860417	2612949-8
HT015246343	2381236-9
HT015459420	2412937-9
HT015459425	2412942-2
HT015117355	2304604-1
HT016755394	2600160-3
HT015459586	2413146-5
HT015170800	2336822-6
HT015171113	2336509-2
HT015171116	2336506-7
HT015171501	2336121-9
HT014466112	2198607-1
HT015171723	2335899-3
HT015171745	2335877-4
HT015171749	2335873-7
HT015171844	2335778-2
HT017651838	2717352-5
HT015171881	2335741-1
HT015171884	2335738-1
HT015171885	2335737-X
HT015171891	2335731-9
HT015171893	2335729-0
HT015171895	2335727-7
HT015005929	2271995-7
HT017797062	2736891-9
HT015111846	2310085-0
HT015111854	2310077-1
HT015111886	2310045-X
HT015112731	2309200-2
HT015113587	2308345-1
HT015113604	2308328-1
HT017485426	2694724-9
HT013989769	2142190-0
HT017485584	2694886-2
HT019149515	2874126-2
HT019149527	2874142-0
HT015114447	2307489-9
HT015114450	2307486-3
HT015114454	2307482-6
HT019149531	2874139-0
HT019149533	2874147-X
HT015114466	2307470-X
HT015114468	2307468-1
HT015114474	2307462-0
HT015114481	2307455-3
HT015114486	2307450-4
HT015459081	2412472-2
HT015459262	2412676-7
HT015115350	2306588-6
HT015459932	2413603-7
HT015459941	2413612-8
HT015116185	2305760-9
HT015116191	2305754-3
HT015116194	2305751-8
HT015116198	2305747-6
HT015847771	2480383-2
HT015116231	2305714-2
HT016764008	2600559-1
HT015847898	2480522-1
HT015160784	2346849-X
HT015160794	2346839-7
HT015160798	2346835-X
HT016764072	2600625-X
HT015962062	2498407-3
HT016764075	2600628-5
HT015160831	2346802-6
HT015962088	2498435-8
HT015160836	2346797-6
HT015962208	2498586-7
HT015041232	2276446-X
HT016764153	2600732-0
HT016719031	2594478-2
HT016719047	2594494-0
HT016764238	2600817-8
HT016764327	2600919-5
HT019150835	2874358-1
HT013989797	2142220-5
HT017798743	2737129-3
HT017798747	2737135-9
HT016965394	2627040-7
HT013989831	2142254-0
HT016965576	2627236-2
HT015041499	2276738-1
HT016965959	2627650-1
HT017584081	2708604-5
HT016965975	2627666-5
HT015111798	2310133-7
HT016719207	2594704-7
HT015111804	2310127-1
HT016764752	2601376-9
HT017584118	2708644-6
HT016764881	2601517-1
HT016814643	2607042-X
HT015459222	2412628-7
HT015112658	2309273-7
HT015112685	2309246-4
HT015112689	2309242-7
HT016764888	2601524-9
HT015459387	2412900-8
HT016719587	2595121-X
HT015459749	2413395-4
HT015113554	2308378-5
HT016814960	2607387-0
HT016814980	2607408-4
HT017800485	2737375-7
HT015113566	2308366-9
HT016719634	2595169-5
HT015114394	2307542-9
HT015460076	2413765-0
HT016719728	2595287-0
HT017800505	2737395-2
HT016815461	2607118-6
HT015115302	2306636-2
HT017755709	2731611-7
HT015116148	2305797-X
HT015116158	2305787-7
HT016860441	2612973-5
HT015116510	2305436-0
HT016957088	2626049-9
HT015116519	2305427-X
HT016860518	2613067-1
HT015116730	2305216-8
HT015116732	2305214-4
HT015116734	2305212-0
HT015116740	2305206-5
HT015116742	2305204-1
HT015116760	2305186-3
HT015117166	2304790-2
HT015117182	2304774-4
HT016196536	2531542-0
HT015117191	2304766-5
HT015117202	2304755-0
HT015117209	2304748-3
HT015117210	2304747-1
HT015160741	2346892-0
HT015160747	2346886-5
HT015160750	2346883-X
HT015160758	2346875-0
HT016196962	2532053-1
HT015160769	2346864-6
HT015160772	2346861-0
HT014466106	2198601-0
HT016196963	2532054-3
HT014466243	2198747-6
HT016196966	2532057-9
HT014466245	2198749-X
HT016197212	2532316-7
HT016197213	2532317-9
HT016197215	2532319-2
HT016814363	2606721-3
HT016814384	2606742-0
HT016814396	2606756-0
HT016814400	2606762-6
HT016814825	2607246-4
HT016814828	2607249-X
HT015848492	2481207-9
HT016814871	2607294-4
HT015459411	2412926-4
HT015041487	2276725-3
HT017797093	2736911-0
HT015848216	2480915-9
HT018961519	2854400-6
HT018961521	2854387-7
HT016814877	2607300-6
HT015459919	2413589-6
HT015041630	2276891-9
HT016814883	2607306-7
HT016719561	2595092-7
HT015041917	2277211-X
HT015041921	2277215-7
HT017757220	2731766-3
HT017724707	2727356-8
HT016815313	2607759-0
HT015243812	2381896-7
HT016815331	2607777-2
HT016815341	2607787-5
HT013989740	2142160-2
HT015161469	2346163-9
HT013989907	2142330-1
HT013989909	2142332-5
HT017751515	2730992-7
HT013989952	2142376-3
HT015162260	2345372-2
HT015162676	2344955-X
HT015162680	2344951-2
HT015162682	2344949-4
HT015162685	2344946-9
HT015162696	2344935-4
HT015163035	2344596-8
HT015163395	2344236-0
HT015163399	2344232-3
HT015163413	2344218-9
HT015163418	2344213-X
HT015163423	2344208-6
HT015687542	2454165-5
HT015459772	2413420-X
HT015459774	2413422-3
HT015164350	2343281-0
HT016187605	2530481-1
HT015164913	2342718-8
HT015164914	2342717-6
HT017651977	2717498-0
HT016187615	2530498-7
HT016187617	2530500-1
HT015164921	2342710-3
HT016188001	2530936-5
HT015165229	2342401-1
HT015165485	2342144-7
HT015165821	2341808-4
HT015166276	2341353-0
HT016188402	2531375-7
HT013989810	2142233-3
HT015166284	2341345-1
HT015166289	2341340-2
HT019141581	2873252-2
HT013990040	2142465-2
HT015166564	2341064-4
HT015166566	2341062-0
HT015166575	2341053-X
HT017754501	2731415-7
HT015165518	2342111-3
HT016965415	2627064-X
HT015459614	2413178-7
HT015165867	2341762-6
HT015166313	2341316-5
HT016965441	2627090-0
HT016965697	2627374-3
HT015166318	2341311-6
HT015166320	2341309-8
HT016965702	2627379-2
HT017755775	2731673-7
HT016965704	2627381-0
HT016965999	2627690-2
HT015496625	2419192-9
HT018964072	2854727-5
HT015167626	2339999-5
HT015168029	2339595-3
HT015496651	2419221-1
HT015496674	2419248-X
HT016719009	2595275-4
HT015168041	2339583-7
HT015168477	2339147-9
HT015168479	2339145-5
HT017724655	2727313-1
HT015168856	2338768-3
HT015245865	2380614-X
HT015168868	2338756-7
HT015169143	2338481-5
HT015169148	2338476-1
HT017724722	2727380-5
HT015848495	2481210-9
HT017724796	2727456-1
HT015848505	2481221-3
HT013989730	2142150-X
HT015169158	2338466-9
HT015245957	2380719-2
HT015169163	2338461-X
HT017757236	2731780-8
HT015169428	2338196-6
HT013990008	2142433-0
HT015169437	2338187-5
HT015169443	2338181-4
HT015169446	2338178-4
HT015170431	2337191-2
HT016196439	2531424-5
HT016196813	2531894-9
HT015170454	2337168-7
HT015170469	2337153-5
HT015246399	2381298-9
HT015117466	2304498-6
HT016197178	2532279-5
HT016197187	2532289-8
HT015171135	2336487-7
HT015117669	2304041-5
HT015171156	2336466-X
HT015196322	2366516-6
HT015171657	2335965-1
HT015171897	2335725-3
HT015171903	2335719-8
HT017753122	2731183-1
HT019169418	2876205-8
HT019169421	2876206-X
HT015117982	2316066-4
HT015111899	2310032-1
HT019169423	2876211-3
HT019149455	2874051-8
HT019149460	2874060-9
HT019169437	2876227-7
HT015111916	2310015-1
HT015111932	2309999-9
HT015111937	2309994-X
HT019169441	2876230-7
HT019149474	2874086-5
HT019169445	2876237-X
HT019169448	2876238-1
HT015112770	2309161-7
HT015112785	2309146-0
HT015112791	2309140-X
HT019149485	2874098-1
HT015112795	2309136-8
HT015113628	2308304-9
HT015687541	2454164-3
HT016719183	2594634-1
HT015113646	2308286-0
HT019204110	2879665-2
HT017651990	2717505-4
HT017651992	2717507-8
HT015051874	2278004-X
HT016814787	2607205-1
HT015113671	2308261-6
HT019204124	2879685-8
HT015052181	2278341-6
HT016719499	2595029-0
HT015052190	2278351-9
HT015114513	2307423-1
HT015114520	2307416-4
HT016719501	2595031-9
HT015052325	2278493-7
HT016719540	2595070-8
HT015052327	2278495-0
HT015114542	2307394-9
HT015052332	2278502-4
HT015052566	2278757-4
HT015052568	2278759-8
HT016719610	2595145-2
HT015052579	2278771-9
HT015115406	2306533-3
HT016815134	2607574-X
HT015115413	2306526-6
HT015115415	2306524-2
HT016815149	2607589-1
HT016815153	2607593-3
HT016719773	2595333-3
HT016719780	2595340-0
HT016187596	2530472-0
HT016187597	2530473-2
HT016815404	2607851-X
HT015115425	2306514-X
HT015116252	2305694-0
HT015116281	2305665-4
HT015116284	2305662-9
HT015116286	2305660-5
HT015172764	2334856-2
HT015005978	2272046-7
HT015006034	2272103-4
HT017800543	2737436-1
HT017653679	2717655-1
HT017800566	2737460-9
HT015172816	2334804-5
HT015172823	2334797-1
HT015118265	2316374-4
HT015117706	2304081-6
HT015160870	2346763-0
HT015160878	2346755-1
HT017757177	2731722-5
HT015041664	2276930-4
HT017757261	2731806-0
HT014466377	2198887-0
HT014466597	2199128-5
HT015164932	2342699-8
HT015164936	2342695-0
HT015164944	2342687-1
HT014466049	2198540-6
HT014466053	2198544-3
HT015165500	2342129-0
HT014466582	2199111-X
HT017754582	2731491-1
HT015165852	2341777-8
HT015459421	2412938-0
HT015165856	2341773-0
HT015165860	2341769-9
HT015459617	2413182-9
HT015459620	2413186-6
HT015459622	2413190-8
HT017895296	2742728-6
HT015459633	2413202-0
HT015459635	2413204-4
HT015459798	2413451-X
HT017651839	2717355-0
HT017755719	2731619-1
HT015848479	2481194-4
HT015166334	2341295-1
HT015166581	2341047-4
HT015848534	2481250-X
HT015166599	2341029-2
HT015166605	2341023-1
HT015166606	2341022-X
HT015166611	2341017-6
HT015167290	2340335-4
HT015167293	2340332-9
HT015848211	2480910-X
HT016196679	2531730-1
HT015848221	2480922-6
HT016814341	2606698-1
HT016814344	2606701-8
HT015168474	2339150-9
HT016814360	2606717-1
HT015168481	2339143-1
HT016814364	2606722-5
HT015168484	2339140-6
HT015245858	2380607-2
HT015168840	2338784-1
HT016719766	2595325-4
HT015245863	2380612-6
HT016719772	2595332-1
HT017895314	2742745-6
HT016719884	2595449-0
HT015848482	2481197-X
HT015848487	2481202-X
HT017895341	2742772-9
HT015169141	2338483-9
HT015169149	2338475-X
HT015169156	2338468-2
HT017757158	2731701-8
HT017757237	2731783-3
HT017757242	2731786-9
HT018961578	2854435-3
HT019125880	2871440-4
HT018961601	2854461-4
HT015169435	2338189-9
HT015169444	2338180-2
HT015169641	2337983-2
HT015246276	2381132-8
HT015170448	2337174-2
HT015170450	2337172-9
HT015170458	2337164-X
HT015170462	2337160-2
HT017724648	2727307-6
HT017724649	2727305-2
HT015170809	2336813-5
HT017724790	2727455-X
HT015170821	2336801-9
HT015171142	2336480-4
HT016755710	2599762-2
HT017797177	2736995-X
HT017797234	2737054-9
HT015196323	2366517-8
HT017797237	2737058-6
HT015117886	2304277-1
HT016755722	2599767-1
HT017797239	2737059-8
HT016755728	2599772-5
HT017797263	2737084-7
HT015171997	2335624-8
HT015172064	2335557-8
HT015172067	2335554-2
HT015172075	2335546-3
HT017754593	2731502-2
HT015111943	2309988-4
HT017754606	2731515-0
HT015112779	2309152-6
HT015112801	2309130-7
HT015112803	2309128-9
HT015112810	2309121-6
HT015112816	2309115-0
HT019140978	2873211-X
HT016196659	2531709-X
HT016196669	2531719-2
HT016197162	2532262-X
HT016197163	2532263-1
HT015113631	2308301-3
HT015113640	2308292-6
HT019141013	2873224-8
HT015051861	2277990-5
HT015113656	2308276-8
HT015113678	2308254-9
HT017652006	2717521-2
HT015052176	2278334-9
HT017755778	2731678-6
HT015114524	2307412-7
HT015114527	2307409-7
HT015052330	2278500-0
HT015052564	2278755-0
HT015052567	2278758-6
HT015052569	2278760-4
HT015115401	2306538-2
HT015115403	2306536-9
HT015115416	2306523-0
HT015116242	2304315-5
HT019125932	2871496-9
HT015116263	2305683-6
HT015116268	2305678-2
HT015116274	2305672-1
HT015116280	2305666-6
HT017653592	2717575-3
HT017653598	2717570-4
HT017653684	2717666-6
HT015196835	2367026-5
HT015172820	2334800-8
HT015172827	2334793-4
HT015117701	2304076-2
HT013990042	2142467-6
HT015053720	634372-7
HT015160838	2346795-2
HT015160845	2346788-5
HT015160860	2346773-3
HT016814496	2606859-X
HT015847910	2480535-X
HT015160883	2346750-2
HT015160888	2346745-9
HT015848088	2480752-7
HT017757170	2731718-3
HT018964025	2854687-8
HT015041643	2276906-7
HT016719153	2594604-3
HT015041660	2276926-2
HT016719164	2594615-8
HT019146115	2873634-5
HT016965434	2627083-3
HT016965442	2627091-2
HT015041830	2277115-3
HT016814695	2607096-0
HT016814701	2607102-2
HT016814706	2607410-2
HT019169353	2876126-1
HT016814716	2607134-4
HT014466449	2198966-7
HT017800671	2737555-9
HT016814745	2607163-0
HT017895298	2742729-8
HT016814760	2607178-2
HT014466589	2199120-0
HT016814782	2607200-2
HT015165479	2342150-2
HT017653553	2717530-3
HT016719450	2594980-9
HT016719460	2594990-1
HT015165746	2341883-7
HT015165749	2341880-1
HT017653627	2717604-6
HT015165765	2341864-3
HT015166224	2341405-4
HT016719483	2595013-7
HT015166242	2341387-6
HT015166243	2341386-4
HT016719489	2595019-8
HT016719493	2595023-X
HT015166529	2341099-1
HT017724661	2727317-9
HT017724710	2727366-0
HT019017478	2860197-X
HT017751650	2731128-4
HT019017484	2860201-8
HT017724797	2727458-5
HT016815085	2607524-6
HT015848507	2481223-7
HT015166967	2340659-8
HT015848522	2481238-9
HT015848535	2481251-1
HT016815115	2607555-6
HT015166976	2340650-1
HT016815242	2607682-2
HT016815246	2607686-X
HT015166979	2340647-1
HT015167590	2340035-3
HT015167958	2339667-2
HT015168368	2339256-3
HT015168375	2339249-6
HT019204061	2879618-4
HT019204075	2879626-3
HT015245750	2381195-X
HT017753270	2731329-3
HT015245753	2381149-3
HT019204079	2879635-4
HT019204081	2879643-3
HT019204090	2879651-2
HT015168800	2338824-9
HT015847765	2480377-7
HT015169388	2338236-3
HT017754457	2731363-3
HT017754463	2731370-0
HT015169944	2337679-X
HT019149133	2874145-6
HT015170195	2337428-7
HT017754473	2731379-7
HT015170198	2337425-1
HT015962073	2498418-8
HT016196440	2531425-7
HT016196667	2531717-9
HT016196804	2531884-6
HT015962092	2498439-5
HT015170593	2337029-4
HT016196812	2531893-7
HT015962201	2498579-X
HT016196948	2532039-7
HT014466428	2198941-2
HT015117556	2304412-3
HT014466517	2199038-4
HT015170769	2336853-6
HT015117561	2304407-X
HT015246465	2381374-X
HT014466524	2199045-1
HT016197206	2532309-X
HT015171076	2336546-8
HT015117657	2304028-2
HT014466663	2199201-0
HT014466665	2199203-4
HT013989795	2142218-7
HT013989796	2142219-9
HT014466669	2199207-1
HT014466670	2199208-3
HT015196216	2366410-1
HT015171437	2336185-2
HT015171555	2336067-7
HT015458970	2413234-2
HT016965408	2627055-9
HT016965842	2627529-6
HT015171564	2336058-6
HT013989856	2142279-5
HT013989900	2142323-4
HT013989949	2142373-8
HT015459868	2413532-X
HT013989990	2142415-9
HT017584088	2708607-0
HT015459877	2413543-4
HT013989994	2142419-6
HT015171715	2335907-9
HT017584089	2708613-6
HT019169419	2876207-1
HT015111747	2310184-2
HT015111767	2310164-7
HT019169430	2876221-6
HT019149466	2874079-8
HT017800498	2737388-5
HT015112604	2309327-4
HT015112606	2309325-0
HT015112610	2309321-3
HT019149475	2874087-7
HT015112617	2309314-6
HT015112628	2309303-1
HT015112638	2309293-2
HT019149482	2874092-0
HT016814510	2606906-4
HT019149495	2874114-6
HT016719171	2594622-5
HT015113484	2308448-0
HT016814617	2607015-7
HT016814785	2607203-8
HT015113509	2308423-6
HT015113510	2308422-4
HT016814791	2607209-9
HT015114355	2307581-8
HT015114364	2307572-7
HT019204117	2879677-9
HT015114374	2307562-4
HT016814809	2607227-0
HT015115231	2306707-X
HT016814816	2607237-3
HT019204125	2879686-X
HT015115245	2306693-3
HT016719473	2595003-4
HT015116077	2305868-7
HT016719543	2595073-3
HT017653563	2717537-6
HT015116110	2305835-3
HT015116126	2305819-5
HT017653579	2717554-6
HT015116493	2305453-0
HT017653724	2717701-4
HT015116681	2305265-X
HT016815138	2607578-7
HT015116699	2305247-8
HT015116714	2305232-6
HT017800521	2737412-9
HT013989722	2142142-0
HT017800535	2737427-0
HT016719918	2595486-6
HT013989736	2142156-0
HT016910422	2619369-3
HT016815399	2607846-6
HT016187983	2530918-3
HT016188168	2531106-2
HT016188169	2531107-4
HT016188170	2531108-6
HT016188382	2531354-X
HT016965695	2627372-X
HT015117104	2304851-7
HT015117114	2304841-4
HT015117116	2304839-6
HT015117118	2304837-2
HT015160684	2346949-3
HT015160696	2346937-7
HT015160707	2346926-2
HT015160718	2346915-8
HT015160719	2346914-6
HT015160720	2346913-4
HT015160722	2346911-0
HT015041796	2277076-8
HT015458993	2412785-1
HT015458995	2413159-3
HT015459177	2412576-3
HT015459181	2412581-7
HT015459185	2412586-6
HT015459524	2413080-1
HT015459741	2413386-3
HT017485443	2694740-7
HT015163077	2344554-3
HT018958837	2854228-9
HT018958838	2854229-0
HT018958839	2854231-9
HT015163081	2344550-6
HT015163456	2344175-6
HT018958867	2854240-X
HT016719496	2595026-5
HT016719497	2595027-7
HT015848489	2481204-3
HT015163818	2343813-7
HT017895340	2742771-7
HT015163830	2343801-0
HT015164109	2343522-7
HT015164119	2343512-4
HT016719619	2595154-3
HT015164387	2343244-5
HT015164396	2343235-4
HT015164953	2342678-0
HT015165528	2342101-0
HT015165532	2342097-2
HT016719777	2595337-0
HT015165877	2341752-3
HT015167034	2340592-2
HT016187594	2530469-0
HT016187600	2530476-8
HT016720016	2595600-0
HT016720017	2595601-2
HT016755352	2600118-4
HT017754628	2731531-9
HT015168504	2339120-0
HT015041635	2276896-8
HT015052334	2278505-X
HT017584045	2708575-2
HT017792151	2736355-7
HT015161862	2345770-3
HT015848174	2480872-6
HT016965149	2626767-6
HT015162283	2345349-7
HT015162285	2345347-3
HT015162286	2345346-1
HT015962366	2498757-8
HT015163064	2344567-1
HT015170475	2337147-X
HT015246357	2381251-5
HT015163441	2344190-2
HT015117387	2304573-5
HT017485604	2694910-6
HT015171665	2335957-2
HT015164368	2343263-9
HT015171680	2335942-0
HT015117926	2304349-0
HT015848404	2481111-7
HT015165239	2342391-2
HT015848414	2481121-X
HT015848416	2481123-3
HT015961511	2498514-4
HT015165507	2342122-8
HT014466703	2199241-1
HT015165514	2342115-0
HT015172004	2335617-0
HT015459636	2413205-6
HT014466608	2199140-6
HT015117983	2316067-6
HT015196367	2366561-0
HT015196379	2366572-5
HT017793795	2736379-X
HT015111977	2309954-9
HT015111993	2309938-0
HT015112002	2309929-X
HT016196684	2531735-0
HT015112837	2309094-7
HT015168846	2338778-6
HT017751521	2731001-2
HT015112867	2309064-9
HT016814359	2606716-X
HT016197220	2532324-6
HT015168862	2338762-2
HT016814367	2606725-0
HT016814374	2606732-8
HT016814398	2606759-6
HT017757157	2731703-1
HT015169159	2338465-7
HT015114573	2307363-9
HT015114586	2307350-0
HT015169447	2338177-2
HT016814848	2607271-3
HT016814853	2607276-2
HT015169648	2337976-5
HT016814863	2607286-5
HT016814872	2607295-6
HT016814874	2607297-X
HT016814876	2607299-3
HT015116304	2305642-3
HT014468382	641321-3
HT015170018	2337605-3
HT015170027	2337596-6
HT015116339	2305607-1
HT015172403	2335218-8
HT016814882	2607305-5
HT015172421	2335200-0
HT016719557	2595088-5
HT017788039	2735820-3
HT016719567	2595098-8
HT019203461	2879544-1
HT019203463	2879545-3
HT015169176	2338448-7
HT015052009	2278147-X
HT015169467	2338157-7
HT015052581	2278773-2
HT015169657	2337967-4
HT015169661	2337963-7
HT016719935	2595505-6
HT016815317	2607763-2
HT015170256	2337367-2
HT017655318	2717751-8
HT016965723	2627400-0
HT015170634	2336988-7
HT016755369	2600135-4
HT015163478	2344153-7
HT015164103	2343528-8
HT017757173	2731716-X
HT015196334	2366528-2
HT015171687	2335935-3
HT015171920	2335702-2
HT015687565	2454189-8
HT015171931	2335691-1
HT017792157	2736361-2
HT017792159	2736363-6
HT016755405	2600172-X
HT015495857	2419074-3
HT015245783	2381278-3
HT015168509	2339115-7
HT015245872	2380624-2
HT015169171	2338453-0
HT015196383	2366576-2
HT017721595	2727007-5
HT016965424	2627073-0
HT016965690	2627353-6
HT015246188	2381033-6
HT017655338	2717771-3
HT018958878	2854251-4
HT015111972	2309959-8
HT015170252	2337371-4
HT015111990	2309941-0
HT015111999	2309932-X
HT015170477	2337145-6
HT015117382	2304578-4
HT015112848	2309083-2
HT015112851	2309080-7
HT015170641	2336981-4
HT015113726	2308206-9
HT015849001	2482189-5
HT015114607	2307329-9
HT015116319	2305627-7
HT015172407	2335214-0
HT015041675	2276942-0
HT013990259	253997-4
HT017895294	2742726-2
HT015052015	2278153-5
HT015160890	2346743-5
HT017895313	2742742-0
HT015848477	2481192-0
HT017895315	2742746-8
HT016814663	2607063-7
HT015041266	2276483-5
HT015041279	2276498-7
HT016719306	2594803-9
HT015161914	2345718-1
HT016719320	2594818-0
HT016719329	2594827-1
HT016719412	2594917-2
HT016719413	2594918-4
HT015162336	2345296-1
HT015848217	2480916-0
HT015848219	2480919-6
HT015041510	2276752-6
HT015162739	2344892-1
HT015162744	2344887-8
HT016719717	2595276-6
HT016719800	2595360-6
HT015162769	2344862-3
HT016719830	2595393-X
HT017724777	2727438-X
HT017724779	2727437-8
HT015163486	2344145-8
HT015163497	2344134-3
HT015163508	2344123-9
HT015163872	2343759-5
HT015161526	2346106-8
HT015164963	2342668-8
HT017655375	2717807-9
HT016815205	2607644-5
HT015496026	2418407-X
HT015496036	2418417-2
HT013989865	2142288-6
HT015165275	2342355-9
HT015496316	2418786-0
HT015496321	2418792-6
HT017797226	2737047-1
HT015165283	2342347-X
HT017797238	2737057-4
HT015165285	2342345-6
HT015165287	2342343-2
HT015496331	2418802-5
HT016910232	2619174-X
HT015165545	2342084-4
HT016860397	2612929-2
HT019141594	2873255-8
HT019141605	2873249-2
HT015166660	2340968-X
HT015166665	2340963-0
HT019141614	2873266-2
HT015164132	2343499-5
HT014466470	2198989-8
HT019141618	2873269-8
HT019141625	2873277-7
HT015167317	2340308-1
HT019141628	2873280-7
HT019141631	2873281-9
HT016860531	2613080-4
HT017753174	2731236-7
HT019141637	2873291-1
HT019141638	2873287-X
HT014466616	2199148-0
HT015164716	2342915-X
HT016860570	2613119-5
HT015167684	2339941-7
HT016763936	2600487-2
HT015167687	2339938-7
HT015164970	2342661-5
HT017798938	2737324-1
HT016763955	2600506-2
HT016764025	2600576-1
HT013989808	2142231-X
HT013989809	2142232-1
HT015165301	2342329-8
HT015165549	2342080-7
HT015168084	2339540-0
HT013990031	2142456-1
HT015168530	2339094-3
HT013990039	2142464-0
HT016764066	2600619-4
HT015168550	2339074-8
HT015045519	2277575-4
HT015169679	2337944-3
HT015167670	2339955-7
HT015167673	2339952-1
HT015167682	2339943-0
HT015168073	2339551-5
HT015168089	2339535-7
HT016719184	2594635-3
HT015168535	2339089-X
HT015168538	2339086-4
HT015168541	2339083-9
HT016719291	2594788-6
HT015045509	2277565-1
HT015045512	2277568-7
HT015045689	2277757-X
HT015045695	2277764-7
HT016719387	2594887-8
HT015246121	2380944-9
HT016719392	2594895-7
HT016814894	2607318-3
HT016814905	2607330-4
HT015848425	2481133-6
HT017793919	2736511-6
HT015848430	2481140-3
HT016814926	2607352-3
HT017794036	2736629-7
HT016814948	2607374-2
HT015117390	2304570-X
HT015246361	2381255-2
HT016719784	2595344-8
HT015961883	2498203-9
HT015117395	2304565-6
HT016196976	2532071-3
HT016197225	2532329-5
HT016197246	2532352-0
HT016197247	2532353-2
HT015962232	2498612-4
HT016815367	2607814-4
HT016815375	2607822-3
HT015117188	2304769-0
HT016815387	2607834-X
HT016815420	2607868-5
HT016815430	2606870-9
HT016815434	2606876-X
HT014466240	2198744-0
HT015041202	2276412-4
HT015041209	2276419-7
HT017653655	2717633-2
HT017653657	2717632-0
HT015041219	2276432-X
HT015041221	2276434-3
HT016860399	2612931-0
HT015459245	2412658-5
HT016860413	2612945-0
HT017787830	2735616-4
HT017787835	2735621-8
HT016755381	2600147-0
HT015041490	2276728-9
HT021698262	3145014-3
HT015041925	2277219-4
HT021698264	3145023-4
HT017789007	2735973-6
HT021698273	3145036-2
HT015961618	2497899-1
HT017584120	2708643-4
HT017584125	2708649-5
HT015961724	2498013-4
HT015961747	2498037-7
HT015962112	2498463-2
HT015161452	2346180-9
HT015161457	2346175-5
HT015161459	2346173-1
HT017751501	2730984-8
HT015161472	2346160-3
HT015161831	2345801-X
HT015162243	2345389-8
HT015162268	2345364-3
HT015162272	2345360-6
HT017797246	2737067-7
HT015163045	2344586-5
HT015163397	2344234-7
HT015163415	2344216-5
HT017754568	2731476-5
HT017754572	2731482-0
HT015164050	2343581-1
HT015164064	2343567-7
HT019149528	2874141-9
HT015459770	2413418-1
HT015164358	2343273-1
HT017651822	2717336-7
HT015165233	2342397-3
HT017790437	2736042-8
HT015166298	2341331-1
HT016763877	2600649-2
HT016763891	2600442-2
HT015848294	2480994-9
HT015848358	2481062-9
HT016965867	2627556-9
HT016966017	2627708-6
HT015962265	2498646-X
HT016764073	2600626-1
HT016764074	2600627-3
